학년도	개설전공	학년	이수구분	과목코드	과목명	분반	학점	이론	실습	교원명	강의시간	강의실	주제군	과목구분	수용인원	수강제한사항	강의구분	캠퍼스
2025	특수교육과(유아특수교육)	2	전필	52872	유아교육과정	1	3	3	0	김안나	월(2,3,4)	C7-0717		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	2	전필	56854	장애유아관찰및실습	1	3	2	2	고영환	금(2,3,4,5)	C7-0718		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	2	전선	52856	유아미술교육	2	3	3	0	김안나	목(2,3,4)	C7-0717		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	2	교직	80006	교육사회	1	2	2	0	안선회	화(5,6)	C7-0124		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(유아특수교육)	2	교직	80008	교육심리	3	2	2	0	정명선	수(7,8)	C7-0125		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(유아특수교육)	2	교직	80043	교육과정	2	2	2	0	미배정	월(6,7)	C7-0126		일반과목	40	교직해당자외불능	일반강의	고양
2025	특수교육과(유아특수교육)	3	전필	59905	개별화교육계획 	1	3	3	0	김경민	목(2,3,4)	C7-0722		일반과목	40	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	3	전필	80051	유아특수교과논리및논술	1	3	3	0	김경민	수(7,8,9)	C7-0722		일반과목	40	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	3	전선	52848	유아음악교육	2	3	3	0	김안나	화(2,3,4)	C7-0717		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	3	교직	80004	교육방법및교육공학	2	2	2	0	최경애	화(5,6)	C7-0125		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(유아특수교육)	3	교직	85959	학교폭력예방및학생의이해	3	2	2	0	제미영	목(7,8)	C7-0126		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(유아특수교육)	4	전선	53173	유아동작교육	1	3	3	0	고영환	화(5,6,7)	C7-0717		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(유아특수교육)	4	전선	60049	아동권리와복지	1	3	3	0	김영우	화(2,3,4)	C7-0718		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	1	전기	60730	특수교육교육과정론	1	3	3	0	강은영	수(2,3,4)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	1	전필	62395	초등현장관찰및실습1	1	2	1	2	김혜리	월(6,7,8)	C7-0711		PF과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	1	전선	63057	초등장애학생언어지도	1	3	3	0	김혜진	목(2,3,4)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	1	교직	85969	디지털교육	3	2	2	0	장은실	수(7,8)	C7-0123		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(초등특수교육)	2	전필	60733	청각장애학생교육	2	3	3	0	김혜진	수(7,8,9)	C7-0711		일반과목	40	학년제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전필	60733	청각장애학생교육	3	3	3	0	김혜진	목(7,8,9)	C7-0711		일반과목	40	학년제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전필	60735	지체장애학생교육	2	3	3	0	김혜리	수(2,3,4)	C7-0711		일반과목	40	학년제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전필	60735	지체장애학생교육	3	3	3	0	김혜리	목(2,3,4)	C7-0711		일반과목	40	학년제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전필	62396	초등현장관찰및실습2	1	2	1	2	강은영	화(5,6,7)	C7-0710		PF과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전선	56995	초등미술	1	3	2	2	김명곤	화(9,10,11,12)	C7-0711		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전선	56996	초등국어	1	3	3	0	황리리	화(2,3,4)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	전선	61759	장애학생전환교육	1	3	3	0	김혜진	월(2,3,4)	C7-0711		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	2	교직	80009	교육철학및교육사	1	2	2	0	신현정	수(1,2)	C7-0126		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(초등특수교육)	3	전필	62394	초등현장관찰및실습3	1	2	1	2	김혜진	월(6,7,8)	C7-0712		PF과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	3	전선	56998	초등사회	1	3	3	0	김혜리	화(6,7,8)	C7-0711		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	3	전선	61958	초등특수학급경영론	1	3	3	0	박은희	목(7,8,9)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	3	전선	63058	가족지원및상담	1	3	3	0	김혜진	수(2,3,4)	C7-0715		일반과목	25	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	3	전선	63059	인공지능과개별화교육(IEP)	1	3	3	0	강은영	수(7,8,9)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	3	교직	80011	교육행정및교육경영	1	2	2	0	엄준용	목(5,6)	C7-0124		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(초등특수교육)	3	교직	80035	생활지도및상담	1	2	2	0	백유미	목(2,3)	C7-0736		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(초등특수교육)	4	전필	80063	초등특수교과논리및논술	1	3	3	0	김혜리	화(2,3,4)	C7-0711		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(초등특수교육)	4	전선	58948	통합교과	1	3	3	0	김혜진	화(6,7,8)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	1	전기	57109	특수교육현장연구	1	3	1	4	나경은	수(4,5,6,7,8)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	1	전필	60730	특수교육교육과정론	2	3	3	0	정동일	화(7,8,9)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	1	전선	59398	인간과행정	1	3	3	0	안선회	월(6,7,8)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	1	전선	61959	긍정적행동지원의이해	1	3	3	0	김보람	목(4,5,6)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	1	교직	80010	교육학개론	1	2	2	0	제미영	목(1,2)	C7-0126		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	1	교직	85969	디지털교육	4	2	2	0	장은실	수(1,2)	C7-0123		일반과목	40	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	2	전선	60717	시민교육과사회윤리	1	3	3	0	안선회	목(6,7,8)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	2	전선	61200	행동수정	2	3	3	0	김보람	월(3,4,5)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	2	전선	61204	인간과사회	1	3	3	0	김기룡	화(2,3,4)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	2	전선	61759	장애학생전환교육	2	3	3	0	허유진	화(8,9,10)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	2	교직	80009	교육철학및교육사	2	2	2	0	신현정	수(3,4)	C7-0126		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	2	교직	80043	교육과정	3	2	2	0	미배정	월(8,9)	C7-0126		일반과목	40	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	3	전필	80055	사회교과교육론	1	3	3	0	나경은	화(5,6,7)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	3	전필	80057	사회교과논리및논술	1	3	3	0	김기룡	월(6,7,8)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	3	전선	56248	사회과학방법론	1	3	3	0	나경은	목(2,3,4)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	3	전선	59559	학습심리	1	3	3	0	강은영	월(2,3,4)	C7-0712		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	3	전선	61970	중등특수국어	1	3	3	0	이승학	월(9,10,11)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	3	교직	80011	교육행정및교육경영	2	2	2	0	이성희	수(2,3)	C7-0736		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	3	교직	80035	생활지도및상담	2	2	2	0	백유미	수(7,8)	C7-0736		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수교육과(중등특수교육)	4	전선	56839	중등특수수업실기	1	3	3	0	이승학	화(10,11,12)	C7-0736		일반과목	30	학년학과제한	일반강의	고양
2025	특수교육과(중등특수교육)	4	전선	59907	일반사회교육론	1	3	3	0	나경은	월(2,3,4)	C7-0735		일반과목	30	학년학과제한	일반강의	고양
2025	특수체육교육과	1	전기	62397	통합체육의이해	1	3	3	0	김동원	목(2,3,4)	C7-0746		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	1	전필	51787	운동생리학	1	3	3	0	심태영	월(7,8,9)	C7-0710		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	1	전필	60734	지적장애학생교육	1	3	3	0	심태영	화(2,3,4)	C7-0747		일반과목	40	학년제한	일반강의	고양
2025	특수체육교육과	1	전필	60734	지적장애학생교육	2	3	3	0	심태영	수(7,8,9)	C7-0747		일반과목	40	학년제한	일반강의	고양
2025	특수체육교육과	1	전필	62137	운동실기Ⅰ	1	2	1	2	강민채	화(7,8,9)	C7-0747		PF과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	1	전선	54113	스키지도법	1	2	1	2	심태영	목(7,8,9)	C7-0746		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	1	교직	80010	교육학개론	2	2	2	0	박균열	목(5,6)	C7-0123		일반과목	40	교직해당자외불능	일반강의	고양
2025	특수체육교육과	2	전기	61791	진로선택과사회적경제	10	1	1	0	백유미	수(9)	C7-0746		PF과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	2	전필	51935	트레이닝방법론	1	2	2	0	김동원	화(5,6)	C7-0747		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	2	전필	62136	운동실기Ⅱ	1	2	1	2	심태영	화(7,8,9)	C7-0718		PF과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	2	전선	61200	행동수정	4	3	3	0	강민채	월(2,3,4)	C7-0710		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	2	교직	80006	교육사회	2	2	2	0	안선회	화(2,3)	C7-0124		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수체육교육과	2	교직	80009	교육철학및교육사	3	2	2	0	신현정	수(7,8)	C7-0126		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수체육교육과	3	전필	54093	스포츠사회학	2	3	3	0	심태영	목(2,3,4)	C7-0710		일반과목	40	타과수강불능	일반강의	고양
2025	특수체육교육과	3	전필	60739	의사소통장애학생교육	1	3	3	0	김동원	화(2,3,4)	C7-0710		일반과목	40	학년제한	일반강의	고양
2025	특수체육교육과	3	전필	60739	의사소통장애학생교육	2	3	3	0	김동원	수(2,3,4)	C7-0710		일반과목	40	학년제한	일반강의	고양
2025	특수체육교육과	3	전필	62135	운동실기Ⅲ	1	2	1	2	김동원	화(7,8,9)	C7-0746		PF과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	3	전필	62521	현장관찰및연구2	1	2	1	2	강민채	금(1,2,3)	C7-0747		PF과목	40	타과수강불능	일반강의	고양
2025	특수체육교육과	3	전선	62367	기본교육과정(수학/과학)	1	3	3	0	강민채	월(7,8,9)	C7-0747		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	3	교직	80011	교육행정및교육경영	3	2	2	0	엄준용	수(7,8)	C7-0124		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수체육교육과	3	교직	80035	생활지도및상담	3	2	2	0	백유미	목(6,7)	C7-0747		일반과목	30	교직해당자외불능	일반강의	고양
2025	특수체육교육과	4	전기	61793	취ㆍ창업성공전략	2	1	1	0	김동원	월(1)	C7-0747		PF과목	40	타과수강불능	일반강의	고양
2025	특수체육교육과	4	전필	58950	건강교육	2	3	3	0	김동원	월(2,3,4)	C7-0747		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	4	전필	80060	특수체육교과논리및논술	1	3	3	0	강민채	수(2,3,4)	C7-0747		일반과목	30	타과수강불능	일반강의	고양
2025	특수체육교육과	4	전선	62261	기본교육과정(진로와직업)	1	3	3	0	강민채	목(2,3,4)	C7-0747		일반과목	80	타과수강불능	일반강의	고양
2025	미디어커뮤니케이션학전공	1	전필	63084	뉴미디어와저널리즘론	1	3	3	0	정성욱	월(2,3,4)	C7-0517		일반과목	40	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	1	전필	63084	뉴미디어와저널리즘론	2	3	3	0	정성욱	월(6,7,8)	C7-0517		일반과목	40	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전기	61791	진로선택과사회적경제	12	1	1	0	조재수	목(5)	C7-0517		PF과목	40	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전필	59768	스튜디오제작실습	1	3	2	2	황서이	화(4,5,6,7)	C7-0510		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전필	59768	스튜디오제작실습	2	3	2	2	황서이	금(1,2,3,4)	C7-0510		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전필	59776	미디어산업론	1	3	3	0	황서이	월(8,9)수(7)	C7-0541/C7-0517		일반과목	25	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전필	61093	방송편성과기획	1	3	2	2	이상구	목(6,7,8,9)	C7-0517		일반과목	40	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전선	59751	스피치와프리젠테이션	1	2	2	0	진보래	화(5,6)	C7-0541		일반과목	24	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전선	59752	디지털미디어론	1	3	3	0	진보래	월(3,4)화(3)	C7-0541		일반과목	50	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전선	59767	취재보도연습	1	3	3	0	최경준	수(2,3,4)	C7-0541		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전선	59767	취재보도연습	2	3	3	0	최경준	수(6,7,8)	C7-0541		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	2	전선	61847	미디어데이터분석	1	2	1	2	송인덕	수(2,3,4)	C7-0517		일반과목	50	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전기	61792	직업선택과경력개발	12	1	1	0	정성욱	수(8)	C7-0517		PF과목	50	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전필	55953	광고제작실습	1	3	2	2	조재수	월(1,2,3,4)	C7-0510		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전필	55953	광고제작실습	2	3	2	2	조재수	목(1,2,3,4)	C7-0510		일반과목	20	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전선	55890	고급디지털영상편집	1	2	1	2	양소현	화(5,6,7)	C7-0542		일반과목	22	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전선	59759	디지털콘텐츠기획및구성	1	3	3	0	조수빈	목(6,7,8)	C7-0542		일반과목	28	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전선	59762	미디어비평	1	3	3	0	송인덕	월(7)목(3,4)	C7-0541/C7-0517		일반과목	50	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	3	전선	61353	전략커뮤니케이션기획론	1	3	3	0	조재수	월(6,7)화(8)	C7-0510		일반과목	35	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	4	전필	62580	OBS콘텐츠제작실습(캡스톤 디자인)	1	3	2	2	정성욱	목(2,3,4,5)	C7-0541		일반과목	30	학년학과제한	일반강의	고양
2025	미디어커뮤니케이션학전공	4	전선	62306	커뮤니케이션아이디어를통한사회문제해결(캡스톤디자인)	1	3	3	0	조재수	수(7,8,9)	C7-0510		일반과목	25	학년학과제한	일반강의	고양
2025	스포츠건강관리학전공	1	전기	58950	건강교육	1	3	3	0	지중구	월(7,8,9)	IA-0513		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	1	전필	50716	스포츠마사지	1	2	1	2	이성환	목(1,2,3)	GM-0209		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	1	전선	60641	스포츠비즈니스론	1	3	3	0	김동기	목(5,6,7)	GF-0301		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전필	59743	운동손상및재활	1	3	3	0	송낙훈	수(2,3,4)	GM-0109		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	51270	테니스	1	2	1	2	송낙훈	월(7,8,9)	GM-0109		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	51788	운동역학	1	2	2	0	지중구	화(6,7)	IA-0513		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	60902	동계스포츠	1	1	0	2	송낙훈	금(2,3)	GM-0109		일반과목	45	수강제한없음	집중강의	충청
2025	스포츠건강관리학전공	2	전선	61983	스포츠응급처치	1	2	2	0	송낙훈	화(8,9)	GM-0109		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	61984	유소년스포츠	1	1	0	2	김승환	수(7,8)	GM-0209		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	61987	건강및체력평가	1	2	2	0	박세현	화(1,2)	GM-0109		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	62540	스포츠건강집중실기2	1	2	1	2	김형진	목(6,7,8)	GF-0201		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	2	전선	63137	한방스포츠재활	1	2	1	2	지중구	월(2,3,4)	IA-0513		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전필	60744	스포츠테이핑	1	2	1	2	이성환	목(4,5,6)	GM-0209		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전필	61997	선수트레이닝	1	2	2	0	송낙훈	화(2,3)	GM-0209		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전선	50181	골프	1	2	1	2	김형진	월(2,3,4)	GF-0201		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전선	50536	배구	1	2	1	2	송낙훈	수(7,8,9)	GM-0100-1		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전선	61995	운동부하검사	1	2	2	0	박세현	화(5,6)	GM-0109		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전선	62536	스포츠컨디셔닝실습	1	2	1	2	이성환	목(7,8,9)	GM-0209		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	3	전선	62542	그룹트레이닝실습2	1	2	1	2	김승환	수(2,3,4)	GM-0100-1		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	4	전선	61993	스포츠건강현장실습Ⅱ	1	2	1	2	송낙훈	목(2,3,4)	GM-0109		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	4	전선	61994	노인질환과운동	1	2	2	0	지중구	수(2,3)	IA-0513		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠건강관리학전공	4	전선	61996	운동처방및실습	1	1	0	2	박세현	화(7,8)	GM-0209		일반과목	20	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	1	전기	62274	스포츠여가교육론	1	3	3	0	김용국	목(5,6,7)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	1	전선	53031	응급처치및구급법	1	2	2	0	김경한	수(1,2)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	1	전선	60904	전통무술Ⅱ	1	1	0	2	이승민	목(1,2)	GM-0301		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	1	전선	62531	유아시니어스포츠지도법	1	2	2	0	김경한	수(3,4)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전기	61791	진로선택과사회적경제	14	1	1	0	김성수	목(5)	GM-0104		PF과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전필	51019	자원봉사론	1	2	2	0	길태영	화(5,6)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전필	51913	체육행정관리	2	3	3	0	김준석	수(7,8,9)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전필	54093	스포츠사회학	1	3	3	0	김우석	화(1,2,3)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전필	62897	동계스포츠Ⅰ	1	1	0	2	김준석	금(1,2)	GM-0104		일반과목	30	수강제한없음	집중강의	충청
2025	스포츠재활복지학전공	2	전선	59741	기초체력Ⅱ	1	1	0	2	김민현	월(5,6)	GM-0100		일반과목	100	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전선	59742	운동학습및발달	1	3	3	0	김민현	화(7,8,9)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전선	61985	배드민턴Ⅱ	1	1	0	2	김우석	월(7,8)	GM-0100		일반과목	100	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전선	62385	전통무술Ⅳ	1	1	0	2	이승민	목(3,4)	GM-0301		일반과목	40	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	2	전선	63138	재활트레이닝방법론	1	2	2	0	김경한	목(1,2)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전필	51787	운동생리학	2	3	3	0	김경한	월(2,3,4)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전필	52122	스포츠경영론	2	3	3	0	김준석	수(1,2,3)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전필	52130	전공실기II	1	2	1	2	김민현	화(1,2,3)	GM-0100		일반과목	100	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전필	53754	가족복지론	2	2	2	0	길태영	수(7,8)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전필	62895	동계스포츠Ⅱ	1	1	0	2	김민현	금(1,2)	GM-0105		일반과목	45	수강제한없음	집중강의	충청
2025	스포츠재활복지학전공	3	전선	51270	테니스	2	1	0	2	엄준용	화(6,7)	GM-0100		일반과목	100	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전선	53014	체육측정평가	1	3	3	0	김민현	월(7,8,9)	GM-0105		일반과목	45	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전선	61359	생활스포츠프로그램	1	2	2	0	김성수	목(6,7)	GM-0104		일반과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	3	전선	62894	구기운동Ⅱ	1	1	0	2	김우석	목(2,3)	GM-0100		일반과목	100	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	4	전기	61793	취ㆍ창업성공전략	4	1	1	0	김경한	목(3)	GM-0104		PF과목	30	수강제한없음	일반강의	충청
2025	스포츠재활복지학전공	4	전필	57152	스포츠현장실습	1	3	3	0	김용국	금(3,4,5)	GM-0104		일반과목	30	수강제한없음	집중강의	충청
2025	스포츠재활복지학전공	4	전선	55340	등산과캠핑	1	1	0	2	김용국	금(1,2)	GM-0301		일반과목	40	수강제한없음	집중강의	충청
2025	동물보건학과	1	전필	60026	동물해부생리학및실습	3	3	1	2	정태호	화(1,2,3)	AL-0105		일반과목	30	2,3학년만수강가능	일반강의	충청
2025	동물보건학과	1	전필	60764	동물공중보건학	2	3	3	0	최인학	화(7,8,9)	R1-0205		일반과목	30	2,3학년만수강가능	일반강의	충청
2025	동물보건학과	1	전필	62029	동물보건영양학	1	3	3	0	정연우	목(1,2)금(6)	R1-0311		일반과목	40	1,2학년만수강가능	일반강의	충청
2025	동물보건학과	1	전필	62057	반려동물학	1	2	2	0	최인학	수(5,6)	R1-0205		일반과목	30	2,3학년만수강가능	일반강의	충청
2025	동물보건학과	2	전필	62062	의약품관리학및실습	1	3	1	2	정태호	월(1,2,3)	AL-0105		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	2	전필	62063	동물보건행동학및실습	1	3	1	2	서윤선	수(8,9,10)	IA-0606		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	2	전필	62069	동물보건임상병리학및실습	1	3	1	2	정태호	화(4,5,6)	AL-0105		일반과목	30	2,3학년만수강가능	일반강의	충청
2025	동물보건학과	3	전필	62066	동물보건외과학및실습	2	3	1	2	정연우	목(3,4,5)	R1-0311		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	3	전필	62066	동물보건외과학및실습	3	3	1	2	정연우	목(6,7,8)	R1-0311		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	3	전필	62071	동물보건응급간호학및실습	1	2	1	1	승영신	월(2,3)	R1-0311		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	3	전필	62071	동물보건응급간호학및실습	2	2	1	1	승영신	월(4,5)	R1-0311		일반과목	30	학년제한	일반강의	충청
2025	동물보건학과	4	전필	62474	동물병원현장실습2	1	2	0	2	정연우	수(9,10)	R1-0311		일반과목	30	수강제한없음	일반강의	충청
2025	동물보건학과	4	전필	62474	동물병원현장실습2	2	2	0	2	정연우	목(9,10)	R1-0311		일반과목	30	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	1	전기	62555	동물행동복지학각론	1	3	3	0	장현주	목(7,8,9)	AL-0105		일반과목	30	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	1	전필	54978	동물행동학	1	3	3	0	서윤선	수(5,6,7)	IA-0606		일반과목	30	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	1	전필	60926	동물해부생리학	1	3	3	0	정연우	수(3,4)금(7)	R1-0311		일반과목	40	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	1	전필	60928	핸들러이론및실습	1	3	2	2	안연주	화(6,7,8,9)	IA-0606		일반과목	40	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	1	전선	62357	고양이행동상담	1	3	3	0	이은주	수(8,9,10)	AL-0105		일반과목	40	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	2	전선	62022	동물아로마테라피	1	3	3	0	서윤선	수(2,3,4)	IA-0606		일반과목	40	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	2	전선	62358	훈련사이론및실습	1	3	2	2	미배정	화(7,8,9,10)	R1-0311		일반과목	50	수강제한없음	일반강의	충청
2025	반려동물행동복지학전공	2	전선	62359	펫스타일링이론및실습	1	3	2	2	강하나	화(2,3,4,5)	IA-0605		일반과목	60	수강제한없음	일반강의	충청
